SOSI4,Tue Jul 01 15:15:00 PDT 2003,41.04,-93.77,1.54,120
SWII4,Tue Jul 01 15:15:00 PDT 2003,41.33,-94.02,2.57,210
SADI4,Tue Jul 01 15:15:00 PDT 2003,41.52,-94.58,3.09,160
SAFI4,Tue Jul 01 15:15:00 PDT 2003,41.02,-94.18,3.09,140
SKCI4,Tue Jul 01 15:15:00 PDT 2003,41.59,-93.63,1.03,120
SAEI4,Tue Jul 01 15:15:00 PDT 2003,41.62,-94.02,2.06,160
SCHI4,Tue Jul 01 15:15:00 PDT 2003,41.02,-93.31,2.06,180
SMAI4,Tue Jul 01 15:15:00 PDT 2003,42.03,-92.92,2.06,160
SNEI4,Tue Jul 01 15:14:00 PDT 2003,41.7,-93.03,2.57,180
SAKI4,Tue Jul 01 15:15:00 PDT 2003,41.73,-93.62,2.57,160
SHUI4,Tue Jul 01 15:15:00 PDT 2003,42.72,-94.22,3.6,210
SROI4,Tue Jul 01 15:15:00 PDT 2003,42.39,-94.65,5.14,180
SCAI4,Tue Jul 01 15:15:00 PDT 2003,42.08,-94.87,0.51,160
SGLI4,Tue Jul 01 15:15:00 PDT 2003,42.06,-94.73,3.09,210
SCOI4,Tue Jul 01 15:15:00 PDT 2003,42.02,-93.32,3.6,140
SCSI4,Tue Jul 01 15:15:00 PDT 2003,41.07,-94.37,3.09,210
SWBI4,Tue Jul 01 15:15:00 PDT 2003,42.47,-93.84,2.06,180
SAUI4,Tue Jul 01 15:15:00 PDT 2003,41.72,-94.92,3.09,180
SMNI4,Tue Jul 01 15:15:00 PDT 2003,41.59,-92.52,1.54,160
SIFI4,Tue Jul 01 15:15:00 PDT 2003,42.53,-93.27,2.06,180
SCNI4,Tue Jul 01 15:15:00 PDT 2003,40.99,-94.73,1.03,140
SSUI4,Tue Jul 01 15:15:00 PDT 2003,41.57,-92.84,2.57,140
